wn:00902108n	a-scan_ultrasonography%1:04:00::
wn:00727901n	tackle%1:04:02::
wn:00982347n	tactical_intelligence%1:04:00::
wn:07225857n	tactical_warning%1:10:00::
wn:00826681n	tae_kwon_do%1:04:00::
wn:00487874n	tag%1:04:01::
wn:00145024n	tag%1:04:00::
wn:00727137n	tailback%1:04:00::
wn:00618436n	tailoring%1:04:00::
wn:00306210n	tailspin%1:04:00::
wn:11443409n	tailwind%1:19:00::
wn:00756780n	take-in%1:04:00::
wn:00194005n	take-up%1:04:00::
wn:00908133n	take%1:04:00::
wn:07217117n	takeaway%1:10:00::
wn:00556834n	takeaway%1:04:00::
wn:07471514n	takedown%1:11:01::
wn:00306102n	takeoff%1:04:00::
wn:07375635n	takeoff%1:11:00::
wn:00789906n	takeover%1:04:01::
wn:00790205n	takeover_attempt%1:04:00::
wn:07139316n	talk%1:10:03::
wn:00893243n	talk%1:04:02::
wn:07223985n	talk%1:10:01::
wn:06620227n	talk_show%1:10:00::
wn:06618822n	talking_picture%1:10:00::
wn:00797723n	tall_order%1:04:00::
wn:00537423n	tango%1:04:00::
wn:00812055n	tankage%1:04:00::
wn:13565622n	tanning%1:22:00::
wn:00927062n	tanning%1:04:00::
wn:00125436n	tap%1:04:00::
wn:00527872n	tap_dancing%1:04:00::
wn:00353611n	tapering%1:04:00::
wn:00660324n	tapotement%1:04:00::
wn:07396658n	tapping%1:11:00::
wn:00533805n	tarantella%1:04:00::
wn:00898425n	target_practice%1:04:00::
wn:01068423n	tarriance%1:04:00::
wn:05715283n	taste%1:09:02::
wn:05749619n	taste%1:09:01::
wn:07288024n	taste%1:11:00::
wn:00882702n	taste%1:04:00::
wn:00841901n	tasting%1:04:02::
wn:06805297n	tattle%1:10:00::
wn:00263353n	tattoo%1:04:00::
wn:01079951n	tax_avoidance%1:04:00::
wn:01016748n	tax_collection%1:04:00::
wn:13378968n	tax_credit%1:21:00::
wn:00353100n	tax_cut%1:04:00::
wn:00741797n	tax_evasion%1:04:00::
wn:13313733n	tax_shelter%1:21:00::
wn:01160170n	taxation%1:04:00::
wn:00862686n	taxis%1:04:00::
wn:00692991n	taxis%1:04:01::
wn:01013770n	taxonomy%1:04:00::
wn:00774506n	tazir_crime%1:04:00::
wn:01027231n	tea_ceremony%1:04:00::
wn:07450463n	tea_party%1:11:00::
wn:00604811n	teachership%1:04:00::
wn:00887081n	teaching%1:04:00::
wn:00888284n	teaching_reading%1:04:00::
wn:00887544n	team_sport%1:04:00::
wn:00887702n	team_teaching%1:04:00::
wn:01203494n	teamwork%1:04:00::
wn:00391086n	tear%1:04:00::
wn:00425905n	tease%1:04:00::
wn:00513841n	teasing%1:04:01::
wn:00649266n	technical_analysis%1:04:00::
wn:00771356n	technical_foul%1:04:00::
wn:00134246n	technical_knockout%1:04:00::
wn:00949619n	technology%1:04:00::
wn:00574077n	teeoff%1:04:00::
wn:13565781n	teething%1:22:00::
wn:01069867n	teetotaling%1:04:00::
wn:00585018n	telecommuting%1:04:00::
wn:06614628n	telefilm%1:10:00::
wn:00441686n	telemark%1:04:00::
wn:01116026n	telemarketing%1:04:00::
wn:01116206n	telemetry%1:04:00::
wn:00983482n	telemetry_intelligence%1:04:00::
wn:07196575n	telephone_interview%1:10:00::
wn:01116876n	telephone_order%1:04:00::
wn:00907071n	telephotography%1:04:02::
wn:00906975n	telephotography%1:04:01::
wn:01254473n	teleportation%1:04:00::
wn:07244822n	televangelism%1:10:00::
wn:06683692n	television_news%1:10:00::
wn:06620579n	television_program%1:10:00::
wn:07212424n	telling%1:10:00::
wn:01000411n	temperament%1:04:00::
wn:00381567n	temperance%1:04:01::
wn:05725378n	temperature%1:09:00::
wn:13566212n	temperature_change%1:22:00::
wn:11518494n	tempest%1:19:00::
wn:14523923n	tempestuousness%1:26:00::
wn:00665221n	tender_loving_care%1:04:00::
wn:00248063n	tenderization%1:04:00::
wn:00482298n	tennis%1:04:00::
wn:00890059n	tennis_lesson%1:04:00::
wn:07471037n	tennis_match%1:11:00::
wn:00566135n	tennis_stroke%1:04:00::
wn:00462241n	tenpins%1:04:00::
wn:11515051n	tension%1:19:00::
wn:00366675n	tension%1:04:00::
wn:13566436n	teratogenesis%1:22:00::
wn:00209943n	termination%1:04:00::
wn:00306318n	terrain_flight%1:04:00::
wn:00982536n	terrain_intelligence%1:04:00::
wn:00817191n	terrestrial_guidance%1:04:00::
wn:01221464n	territoriality%1:04:00::
wn:01016973n	territorialization%1:04:00::
wn:00759500n	terror%1:04:00::
wn:00759694n	terrorism%1:04:00::
wn:01246697n	terrorist_attack%1:04:00::
wn:01222666n	terrorization%1:04:00::
wn:00765193n	terrorization%1:04:01::
wn:01052078n	tessellation%1:04:01::
wn:00263164n	tessellation%1:04:00::
wn:01006675n	test%1:04:02::
wn:00794367n	test%1:04:03::
wn:00791078n	test%1:04:00::
wn:07255628n	test_ban%1:10:00::
wn:01198588n	test_case%1:04:00::
wn:05800387n	test_drive%1:09:00::
wn:07471126n	test_match%1:11:00::
wn:07199328n	test_paper%1:10:00::
wn:00851316n	testcross%1:04:00::
wn:00639975n	testing%1:04:00::
wn:00644702n	testing%1:04:03::
wn:00370127n	tetanus%1:04:00::
wn:00464277n	tetherball%1:04:00::
wn:06622252n	tetralogy%1:10:00::
wn:00150228n	texas_leaguer%1:04:00::
wn:00604910n	thaneship%1:04:00::
wn:01208797n	thanks%1:04:00::
wn:01045520n	thaumatolatry%1:04:00::
wn:13566535n	thaw%1:22:00::
wn:11482140n	thaw%1:19:00::
wn:07443539n	thaw%1:11:00::
wn:00624147n	the_devil%1:04:00::
wn:07315965n	the_irish_famine%1:11:00::
wn:01226289n	the_way_of_the_world%1:04:00::
wn:06893885n	theatrical_performance%1:10:00::
wn:07325864n	thelarche%1:11:00::
wn:01008097n	thematic_apperception_test%1:04:00::
wn:00613973n	theology%1:04:00::
wn:07323682n	theophany%1:11:00::
wn:05779371n	theorization%1:09:00::
wn:05989479n	theory%1:09:00::
wn:06108850n	theory_of_dissociation%1:09:00::
wn:06109227n	theory_of_evolution%1:09:00::
wn:05990089n	theory_of_gravitation%1:09:00::
wn:06109487n	theory_of_indicators%1:09:00::
wn:06109771n	theory_of_inheritance%1:09:00::
wn:00765081n	theoterrorism%1:04:00::
wn:00231412n	therapeutic_abortion%1:04:00::
wn:00639007n	therapeutic_cloning%1:04:00::
wn:00661091n	therapy%1:04:00::
wn:11518645n	thermal%1:19:00::
wn:11518743n	thermionic_current%1:19:00::
wn:13566928n	thermionic_emission%1:22:00::
wn:00697887n	thermocautery%1:04:00::
wn:13567063n	thermocoagulation%1:22:00::
wn:11514672n	thermoelectricity%1:19:00::
wn:01006313n	thermography%1:04:00::
wn:01116466n	thermogravimetry%1:04:00::
wn:01116360n	thermometry%1:04:00::
wn:13567177n	thermonuclear_reaction%1:22:00::
wn:00707537n	thermotherapy%1:04:00::
wn:00862595n	thermotropism%1:04:00::
wn:11518915n	theta_rhythm%1:19:00::
wn:00357906n	thickening%1:04:00::
wn:00034479n	thing%1:04:00::
wn:07289831n	thing%1:11:00::
wn:05786372n	think%1:09:00::
wn:05770926n	thinking%1:09:00::
wn:07354628n	third-place_finish%1:11:00::
wn:00724168n	third_base%1:04:00::
wn:07194811n	third_degree%1:10:00::
wn:00944296n	thoracocentesis%1:04:00::
wn:00698348n	thoracotomy%1:04:00::
wn:07463171n	thoroughbred_race%1:11:00::
wn:00450230n	thoroughbred_racing%1:04:00::
wn:00575083n	thrash%1:04:00::
wn:07476623n	thrashing%1:11:00::
wn:07226015n	threat%1:10:00::
wn:06618937n	three-d%1:10:00::
wn:07461050n	three-day_event%1:11:00::
wn:00475403n	three-hitter%1:04:00::
wn:00305707n	three-point_landing%1:04:00::
wn:01263418n	three-point_turn%1:04:00::
wn:00519941n	three-ring_circus%1:04:00::
wn:00393161n	threshing%1:04:00::
wn:05712426n	threshold%1:09:00::
wn:13567344n	threshold_operation%1:22:00::
wn:01261293n	thrill%1:04:00::
wn:07401726n	throb%1:11:00::
wn:07396822n	throbbing%1:11:01::
wn:00688098n	thrombectomy%1:04:00::
wn:14101935n	thromboembolism%1:26:00::
wn:13567515n	thrombolysis%1:22:00::
wn:00707785n	thrombolytic_therapy%1:04:00::
wn:14102075n	thrombosis%1:26:00::
wn:00605023n	throne%1:04:00::
wn:00107137n	throw-in%1:04:00::
wn:00104539n	throw%1:04:00::
wn:07351195n	throw%1:11:00::
wn:01245618n	throw%1:04:01::
wn:07397230n	thrum%1:11:00::
wn:14182568n	thrush%1:26:00::
wn:01250745n	thuggee%1:04:00::
wn:00775006n	thuggery%1:04:00::
wn:07396945n	thump%1:11:01::
wn:01175099n	thump%1:04:00::
wn:07397355n	thunder%1:11:01::
wn:11519121n	thunderbolt%1:19:00::
wn:07397552n	thunderclap%1:11:00::
wn:09457693n	thunderhead%1:17:00::
wn:11501988n	thundershower%1:19:00::
wn:11519253n	thunderstorm%1:19:00::
wn:07397641n	thunk%1:11:00::
wn:00133567n	thwack%1:04:00::
wn:00688220n	thyroidectomy%1:04:00::
wn:07397761n	tick%1:11:00::
wn:05723417n	tickle%1:09:00::
wn:00144445n	tickle%1:04:00::
wn:00506207n	ticktacktoe%1:04:00::
wn:07397955n	ticktock%1:11:00::
wn:07403920n	tidal_bore%1:11:00::
wn:07404114n	tidal_flow%1:11:00::
wn:07349069n	tidal_wave%1:11:02::
wn:07348870n	tidal_wave%1:11:01::
wn:07348694n	tidal_wave%1:11:00::
wn:00488051n	tiddlywinks%1:04:00::
wn:07402519n	tide%1:11:00::
wn:07444495n	tide%1:11:01::
wn:00148057n	tightening%1:04:00::
wn:00719274n	tiling%1:04:00::
wn:00918176n	tillage%1:04:00::
wn:00918820n	tilling%1:04:00::
wn:07309599n	time%1:11:00::
wn:07288215n	time%1:11:01::
wn:00645365n	time_and_motion_study%1:04:00::
wn:00907788n	time_exposure%1:04:00::
wn:15173712n	timekeeping%1:28:00::
wn:00795625n	timework%1:04:00::
wn:00807078n	timing%1:04:00::
wn:07360477n	tin_pest%1:11:00::
wn:05746424n	tine_test%1:09:00::
wn:14125466n	tinea%1:26:00::
wn:14126181n	tinea_barbae%1:26:00::
wn:14126293n	tinea_capitis%1:26:00::
wn:14126412n	tinea_corporis%1:26:00::
wn:14126519n	tinea_cruris%1:26:00::
wn:14126078n	tinea_pedis%1:26:00::
wn:14127100n	tinea_unguium%1:26:00::
wn:07398097n	ting%1:11:00::
wn:00718325n	tinning%1:04:01::
wn:00718195n	tinning%1:04:00::
wn:00275151n	tinting%1:04:00::
wn:00481666n	tip-off%1:04:00::
wn:00112185n	tip_in%1:04:00::
wn:07233415n	tirade%1:10:00::
wn:05746868n	tissue_typing%1:09:00::
wn:01237080n	tit_for_tat%1:04:00::
wn:01262345n	titillation%1:04:01::
wn:00263492n	titivation%1:04:00::
wn:05929887n	title_role%1:09:00::
wn:00648237n	titration%1:04:00::
wn:00246552n	toasting%1:04:00::
wn:00447221n	tobogganing%1:04:00::
wn:01001489n	toe-in%1:04:00::
wn:00528059n	toe_dancing%1:04:00::
wn:00815036n	toehold%1:04:00::
wn:00828704n	toilet%1:04:00::
wn:00896228n	toilet_training%1:04:00::
wn:00837965n	toke%1:04:00::
wn:00702992n	token_economy%1:04:00::
wn:01071090n	tolerance%1:04:00::
wn:01142324n	toleration%1:04:00::
wn:00504844n	tombola%1:04:00::
wn:05719605n	tone%1:09:00::
wn:01116696n	tonometry%1:04:00::
wn:00688317n	tonsillectomy%1:04:00::
wn:00254922n	tonsure%1:04:00::
wn:00618536n	tool-and-die_work%1:04:00::
wn:07398276n	toot%1:11:00::
wn:00179576n	tooth%1:04:00::
wn:07398362n	tootle%1:11:00::
wn:07434678n	top_dressing%1:11:00::
wn:13567627n	top_fermentation%1:22:00::
wn:00938134n	topiary%1:04:00::
wn:00657420n	topical_prostaglandin_eyedrop%1:04:00::
wn:05724234n	topognosia%1:09:00::
wn:01045621n	topolatry%1:04:00::
wn:07442744n	topspin%1:11:00::
wn:07464402n	torch_race%1:11:00::
wn:11515849n	torchlight%1:19:00::
wn:11519450n	tornado%1:19:00::
wn:07407593n	torrent%1:11:00::
wn:11519702n	torsion%1:19:00::
wn:00733883n	tort%1:04:00::
wn:00421437n	torture%1:04:00::
wn:00345817n	toss%1:04:02::
wn:11519799n	tossup%1:19:00::
wn:07369206n	total_eclipse%1:11:00::
wn:00677613n	total_hysterectomy%1:04:00::
wn:01059445n	total_parenteral_nutrition%1:04:00::
wn:07409592n	touch%1:11:00::
wn:00046522n	touch%1:04:00::
wn:14082186n	touch%1:26:00::
wn:07188238n	touch%1:10:00::
wn:05722427n	touch%1:09:02::
wn:00470682n	touch_football%1:04:00::
wn:00188766n	touchdown%1:04:00::
wn:00305005n	touchdown%1:04:01::
wn:00310666n	tour%1:04:00::
wn:00047018n	tour_de_force%1:04:00::
wn:07459363n	tour_de_france%1:11:00::
wn:00298161n	tourism%1:04:00::
wn:07464725n	tournament%1:11:00::
wn:07472327n	tournament%1:11:01::
wn:00115292n	tow%1:04:00::
wn:00693399n	tracheostomy%1:04:00::
wn:00938419n	tracing%1:04:00::
wn:00150932n	tracing%1:04:01::
wn:00440039n	track%1:04:00::
wn:00439826n	track_and_field%1:04:00::
wn:07468861n	track_event%1:11:00::
wn:07468692n	track_meet%1:11:00::
wn:00063310n	track_record%1:04:00::
wn:00116122n	traction%1:04:00::
wn:01091905n	trade%1:04:05::
wn:00606370n	trade%1:04:00::
wn:01096454n	trade%1:04:01::
wn:06660224n	trade_barrier%1:10:00::
wn:06663018n	trade_policy%1:10:00::
wn:11519949n	trade_wind%1:19:00::
wn:01166760n	tradeoff%1:04:00::
wn:00079398n	trading%1:04:00::
wn:01213702n	traditionalism%1:04:00::
wn:01113867n	traffic%1:04:01::
wn:07279453n	traffic%1:10:00::
wn:01070432n	traffic_control%1:04:00::
wn:00300113n	trail_riding%1:04:00::
wn:00320284n	trailing%1:04:00::
wn:07294777n	train%1:11:00::
wn:05773548n	train_of_thought%1:09:00::
wn:00893955n	training%1:04:00::
wn:11481334n	trajectory%1:19:00::
wn:11520271n	tramontane%1:19:00::
wn:07398560n	tramp%1:11:00::
wn:07398659n	trample%1:11:00::
wn:01106808n	transaction%1:04:00::
wn:00214794n	transactional_immunity%1:04:00::
wn:13568109n	transamination%1:22:01::
wn:13567960n	transamination%1:22:00::
wn:13568238n	transcription%1:22:00::
wn:13568796n	transduction%1:22:01::
wn:13568524n	transduction%1:22:00::
wn:00201671n	transfer%1:04:03::
wn:05756203n	transfer%1:09:02::
wn:01107932n	transfer%1:04:02::
wn:06247181n	transference%1:09:00::
wn:07358377n	transfiguration%1:11:00::
wn:00402308n	transfiguration%1:04:02::
wn:00399717n	transfiguration%1:04:00::
wn:07359599n	transformation%1:11:00::
wn:00399030n	transformation%1:04:01::
wn:00398704n	transformation%1:04:00::
wn:00324056n	transfusion%1:04:00::
wn:00323923n	transfusion%1:04:01::
wn:01267344n	transfusion_reaction%1:04:00::
wn:00745005n	transgression%1:04:00::
wn:11520435n	transgression%1:19:00::
wn:00744862n	transgression%1:04:01::
wn:07347468n	transient%1:11:00::
wn:07358576n	transition%1:11:01::
wn:07446404n	translation%1:11:00::
wn:13568983n	translation%1:22:00::
wn:00330984n	translation%1:04:01::
wn:13569664n	translocation%1:22:01::
wn:13569464n	translocation%1:22:00::
wn:07321387n	transmigration%1:11:00::
wn:00121366n	transmission%1:04:01::
wn:06251781n	transmission%1:10:00::
wn:00399846n	transmogrification%1:04:00::
wn:01250826n	transmutation%1:04:00::
wn:07416441n	transmutation%1:11:01::
wn:00684450n	transorbital_lobotomy%1:04:00::
wn:11520619n	transparency%1:19:00::
wn:13569905n	transpiration%1:22:01::
wn:13570072n	transpiration%1:22:02::
wn:13569774n	transpiration%1:22:00::
wn:00693679n	transplant%1:04:02::
wn:00331102n	transplant%1:04:01::
wn:13570236n	transport%1:22:00::
wn:00315986n	transportation%1:04:00::
wn:01105259n	transportation%1:04:01::
wn:07425903n	transposition%1:11:00::
wn:00869260n	transposition%1:04:02::
wn:00339907n	transposition%1:04:03::
wn:00339776n	transposition%1:04:00::
wn:00102162n	transposition%1:04:01::
wn:00316460n	transshipment%1:04:00::
wn:00694088n	transurethral_resection_of_the_prostate%1:04:00::
wn:01031858n	transvestism%1:04:00::
wn:00562823n	trap_block%1:04:00::
wn:00295701n	travel%1:04:00::
wn:07347051n	traveling_wave%1:11:00::
wn:06615348n	travelogue%1:10:00::
wn:00298047n	traversal%1:04:00::
wn:00296946n	traversal%1:04:01::
wn:00749767n	treachery%1:04:00::
wn:00575214n	treading_water%1:04:00::
wn:00606119n	treadmill%1:04:00::
wn:05747322n	treadmill_test%1:09:00::
wn:00782072n	treason%1:04:00::
wn:00460706n	treasure_hunt%1:04:00::
wn:00605246n	treasurership%1:04:00::
wn:07289358n	treat%1:11:00::
wn:00658082n	treatment%1:04:00::
wn:01134861n	treatment%1:04:01::
wn:00921530n	tree_surgery%1:04:00::
wn:00310516n	trek%1:04:01::
wn:00310347n	trek%1:04:00::
wn:00867983n	tremble%1:04:00::
wn:07399336n	tremolo%1:11:00::
wn:00348801n	tremor%1:04:00::
wn:07429484n	tremor%1:11:00::
wn:01236633n	trench_warfare%1:04:01::
wn:00964952n	trench_warfare%1:04:00::
wn:05784152n	trend_analysis%1:09:00::
wn:01257033n	trend_setting%1:04:00::
wn:00694276n	trephination%1:04:00::
wn:00734482n	trespass%1:04:01::
wn:00733483n	trespass%1:04:00::
wn:00735017n	trespass_de_bonis_asportatis%1:04:00::
wn:00735198n	trespass_on_the_case%1:04:00::
wn:00735553n	trespass_quare_clausum_fregit%1:04:00::
wn:00735686n	trespass_viet_armis%1:04:00::
wn:01017167n	triage%1:04:00::
wn:05799212n	trial%1:09:00::
wn:01195867n	trial%1:04:02::
wn:07477231n	trial%1:11:01::
wn:07372959n	trial%1:11:00::
wn:00641421n	trial_and_error%1:04:00::
wn:05800527n	trial_balloon%1:09:00::
wn:00617337n	triangulation%1:04:00::
wn:00857530n	tribadism%1:04:00::
wn:00382739n	tribalization%1:04:00::
wn:00605349n	tribuneship%1:04:00::
wn:01122387n	tribute%1:04:01::
wn:11520821n	trichroism%1:19:00::
wn:00171618n	trick%1:04:05::
wn:00750730n	trick%1:04:04::
wn:01259594n	trick%1:04:01::
wn:07192990n	trick_or_treat%1:10:00::
wn:00752954n	trickery%1:04:01::
wn:00388842n	trifurcation%1:04:00::
wn:00156390n	trigger%1:04:00::
wn:00359903n	trim%1:04:00::
wn:00263000n	trimming%1:04:00::
wn:01038629n	trine_immersion%1:04:00::
wn:00308370n	trip%1:04:00::
wn:07288385n	trip%1:11:01::
wn:00286240n	trip%1:04:02::
wn:00076563n	trip%1:04:01::
wn:00132982n	triple%1:04:00::
wn:07471972n	triple_jump%1:11:00::
wn:00564477n	triple_play%1:04:00::
wn:13570472n	tripling%1:22:00::
wn:07199456n	tripos%1:10:00::
wn:00454493n	troll%1:04:00::
wn:00331531n	troop_movement%1:04:00::
wn:00862488n	trophotropism%1:04:00::
wn:00861611n	tropism%1:04:00::
wn:00287561n	trot%1:04:02::
wn:07289014n	trouble%1:11:00::
wn:00623862n	trouble%1:04:02::
wn:01234612n	truancy%1:04:00::
wn:01104544n	truck_farming%1:04:00::
wn:01167385n	truckling%1:04:00::
wn:00289175n	trudge%1:04:00::
wn:06662522n	truman_doctrine%1:10:00::
wn:00942574n	truncation%1:04:01::
wn:00370261n	truncation%1:04:00::
wn:00073525n	truncation_error%1:04:00::
wn:01126335n	trust_busting%1:04:00::
wn:00605430n	trusteeship%1:04:00::
wn:07349299n	tsunami%1:11:00::
wn:00624285n	tsuris%1:04:00::
wn:00148446n	tubal_ligation%1:04:00::
wn:05745907n	tuberculin_test%1:09:00::
wn:01167847n	tug-of-war%1:04:00::
wn:07472168n	tug-of-war%1:11:00::
wn:00115500n	tug%1:04:00::
wn:00437788n	tumble%1:04:00::
wn:13570574n	tumefaction%1:22:00::
wn:01000969n	tune-up%1:04:00::
wn:01000843n	tune%1:04:00::
wn:00999588n	tuning%1:04:00::
wn:11520989n	turbulence%1:19:00::
wn:14524383n	turbulence%1:26:01::
wn:11521267n	turbulent_flow%1:19:00::
wn:01167952n	turf_war%1:04:00::
wn:07365193n	turkey%1:11:00::
wn:00535873n	turkey_trot%1:04:00::
wn:00258530n	turkish_bath%1:04:00::
wn:00350030n	turn%1:04:01::
wn:00457382n	turn%1:04:06::
wn:07423365n	turn%1:11:01::
wn:00346532n	turn%1:04:02::
wn:01227083n	turn%1:04:04::
wn:00292599n	turn%1:04:03::
wn:01144555n	turnaround%1:04:02::
wn:00195415n	turning%1:04:01::
wn:07351612n	turning%1:11:00::
wn:00926179n	turning%1:04:02::
wn:01233917n	turnout%1:04:00::
wn:00534480n	turnout%1:04:01::
wn:00889294n	tutelage%1:04:00::
wn:07398873n	twang%1:11:00::
wn:07399027n	tweet%1:11:00::
wn:00340989n	twiddle%1:04:00::
wn:11515935n	twilight%1:19:00::
wn:00460951n	twin_bill%1:04:00::
wn:05725269n	twinge%1:09:00::
wn:07411645n	twinkle%1:11:00::
wn:07351909n	twist%1:11:02::
wn:00534631n	twist%1:04:00::
wn:00345454n	twist%1:04:03::
wn:01222859n	twit%1:04:00::
wn:00568166n	two-handed_backhand%1:04:00::
wn:00475273n	two-hitter%1:04:00::
wn:00536120n	two-step%1:04:00::
wn:00149084n	tying%1:04:00::
wn:00694420n	tympanoplasty%1:04:00::
wn:11528427n	tyndall_effect%1:19:00::
wn:11521145n	typhoon%1:19:00::
wn:05765901n	typification%1:09:00::
wn:00900581n	typification%1:04:00::
wn:01103000n	typography%1:04:00::
wn:01013971n	typology%1:04:00::
wn:01250671n	tyrannicide%1:04:00::
wn:00347087n	u-turn%1:04:00::
wn:13570783n	ulceration%1:22:00::
wn:00477986n	ultimate_frisbee%1:04:00::
wn:13570923n	ultracentrifugation%1:22:00::
wn:11481209n	ultrasound%1:19:00::
wn:11521940n	ultraviolet%1:19:00::
wn:00829918n	umbrella%1:04:00::
wn:00383071n	umbrella%1:04:01::
wn:01191755n	umpirage%1:04:00::
wn:06108079n	uncertainty_principle%1:09:00::
wn:01041674n	unction%1:04:00::
wn:00047550n	underachievement%1:04:00::
wn:00409943n	undercover_operation%1:04:00::
wn:00387526n	undercut%1:04:01::
wn:13571041n	underdevelopment%1:22:00::
wn:05804491n	underestimate%1:09:00::
wn:05747937n	underevaluation%1:09:00::
wn:00907642n	underexposure%1:04:00::
wn:00157877n	underexposure%1:04:01::
wn:01122488n	underpayment%1:04:00::
wn:00914509n	underproduction%1:04:00::
wn:05805475n	understanding%1:09:01::
wn:00795720n	undertaking%1:04:00::
wn:01120259n	undertaking%1:04:01::
wn:07404798n	undertide%1:11:00::
wn:07404261n	undertow%1:11:00::
wn:05736593n	undervaluation%1:09:00::
wn:00235074n	undoing%1:04:00::
wn:07352048n	undulation%1:11:01::
wn:00190040n	unearned_run%1:04:00::
wn:13571217n	unfolding%1:22:00::
wn:13571365n	union%1:22:00::
wn:07373277n	union%1:11:00::
wn:00381680n	union%1:04:00::
wn:00242583n	unionization%1:04:00::
wn:01104174n	unitization%1:04:02::
wn:01093532n	unitization%1:04:00::
